"species","model","value","metric"
"4pc_091","Regression","0.00394874899903195","AUC"
"4pc_091","Regression","0.00162022939933842","COR"
"4pc_091","Equal-sample","0.00392612684536745","AUC"
"4pc_091","Equal-sample","0.0105827319065503","COR"
"4pc_091","Default","0.00513585327347107","AUC"
"4pc_091","Default","0.00183847760911727","COR"
"4pc_091","Down-sample","0.00162667307982632","AUC"
"4pc_091","Down-sample","0.00337868378896495","COR"
"4pc_091","Weighted","0.00261013007462131","AUC"
"4pc_091","Weighted","0.00134050385949906","COR"
"4pc_091","Ranger","0.000810502592376172","AUC"
"4pc_091","Ranger","0.00195394049794532","COR"
"4pc_091","Ranger-tuned","0.00249457419127472","AUC"
"4pc_091","Ranger-tuned","0.0136340357674587","COR"
