"species","model","value","metric"
"4pc_025","Regression","0.00298860460034066","AUC"
"4pc_025","Regression","0.0017079338127903","COR"
"4pc_025","Equal-sample","0.00673343582204428","AUC"
"4pc_025","Equal-sample","0.0156276737430636","COR"
"4pc_025","Default","0.00524737423918197","AUC"
"4pc_025","Default","0.00301947568992978","COR"
"4pc_025","Down-sample","0.00134893979137929","AUC"
"4pc_025","Down-sample","0.0027313959619558","COR"
"4pc_025","Weighted","0.00445602183245638","AUC"
"4pc_025","Weighted","0.00375736381712668","COR"
"4pc_025","Ranger","0.00140219483947132","AUC"
"4pc_025","Ranger","0.00152783457922876","COR"
"4pc_025","Ranger-tuned","0.00543286090310602","AUC"
"4pc_025","Ranger-tuned","0.0343402678352461","COR"
