"species","model","value","metric"
"4pc_045","Regression","0.0053715961464343","AUC"
"4pc_045","Regression","0.00402948491085229","COR"
"4pc_045","Equal-sample","0.0183297882301651","AUC"
"4pc_045","Equal-sample","0.0270826003026345","COR"
"4pc_045","Default","0.00481152117577464","AUC"
"4pc_045","Default","0.00520120678936467","COR"
"4pc_045","Down-sample","0.00334715466481353","AUC"
"4pc_045","Down-sample","0.00718915619024325","COR"
"4pc_045","Weighted","0.0029724526252973","AUC"
"4pc_045","Weighted","0.00534072285824207","COR"
"4pc_045","Ranger","0.00268706469213825","AUC"
"4pc_045","Ranger","0.00460733586608191","COR"
"4pc_045","Ranger-tuned","0.00246181469253343","AUC"
"4pc_045","Ranger-tuned","0.0052726400809946","COR"
