"species","model","value","metric"
"4pc_036","Regression","0.00227402315380964","AUC"
"4pc_036","Regression","0.00310941202544918","COR"
"4pc_036","Equal-sample","0.00623505473457322","AUC"
"4pc_036","Equal-sample","0.0163259440969411","COR"
"4pc_036","Default","0.00362278428211281","AUC"
"4pc_036","Default","0.0039928782961722","COR"
"4pc_036","Down-sample","0.0015597828057768","AUC"
"4pc_036","Down-sample","0.00356464524624149","COR"
"4pc_036","Weighted","0.00226683726737433","AUC"
"4pc_036","Weighted","0.00199420092759487","COR"
"4pc_036","Ranger","0.000582025877959007","AUC"
"4pc_036","Ranger","0.00332694822878511","COR"
"4pc_036","Ranger-tuned","0.0033212098842433","AUC"
"4pc_036","Ranger-tuned","0.00524317646928123","COR"
