"species","model","value","metric"
"4pc_007","Regression","0.00213443550463724","AUC"
"4pc_007","Regression","0.00556289957574167","COR"
"4pc_007","Equal-sample","0.00466645177837432","AUC"
"4pc_007","Equal-sample","0.0130954375287018","COR"
"4pc_007","Default","0.00341786850191812","AUC"
"4pc_007","Default","0.00505493122079049","COR"
"4pc_007","Down-sample","0.000899867157595641","AUC"
"4pc_007","Down-sample","0.00219699981842439","COR"
"4pc_007","Weighted","0.00419215922719649","AUC"
"4pc_007","Weighted","0.00673503709063341","COR"
"4pc_007","Ranger","0.0010712747194505","AUC"
"4pc_007","Ranger","0.00405058029037797","COR"
"4pc_007","Ranger-tuned","0.00107194410721496","AUC"
"4pc_007","Ranger-tuned","0.00879413932390452","COR"
