"species","model","value","metric"
"4pc_043","Regression","0.00347208318422051","AUC"
"4pc_043","Regression","0.00408375665347385","COR"
"4pc_043","Equal-sample","0.00199627704244201","AUC"
"4pc_043","Equal-sample","0.00590375853815434","COR"
"4pc_043","Default","0.00365019104002195","AUC"
"4pc_043","Default","0.00302473266825258","COR"
"4pc_043","Down-sample","0.00103023689777335","AUC"
"4pc_043","Down-sample","0.00285156300667294","COR"
"4pc_043","Weighted","0.00372039354955691","AUC"
"4pc_043","Weighted","0.00327983582699599","COR"
"4pc_043","Ranger","0.000503445766066817","AUC"
"4pc_043","Ranger","0.00233437237782011","COR"
"4pc_043","Ranger-tuned","0.000877780719576184","AUC"
"4pc_043","Ranger-tuned","0.00229220553838637","COR"
