"species","model","value","metric"
"4pc_033","Regression","0.00447507240483814","AUC"
"4pc_033","Regression","0.00208053769542848","COR"
"4pc_033","Equal-sample","0.0128334458355457","AUC"
"4pc_033","Equal-sample","0.0257229321275007","COR"
"4pc_033","Default","0.00400918588892596","AUC"
"4pc_033","Default","0.00329760663267582","COR"
"4pc_033","Down-sample","0.00179228747032731","AUC"
"4pc_033","Down-sample","0.00363036851656111","COR"
"4pc_033","Weighted","0.00247035711662451","AUC"
"4pc_033","Weighted","0.00313854857915332","COR"
"4pc_033","Ranger","0.00131217867335009","AUC"
"4pc_033","Ranger","0.00288620257432291","COR"
"4pc_033","Ranger-tuned","0.0207658100872922","AUC"
"4pc_033","Ranger-tuned","0.0433730927428157","COR"
