"species","model","value","metric"
"4pc_095","Regression","0.00200591718969657","AUC"
"4pc_095","Regression","0.00251654656270395","COR"
"4pc_095","Equal-sample","0.00160997602999671","AUC"
"4pc_095","Equal-sample","0.00522016519102989","COR"
"4pc_095","Default","0.00430459302946577","AUC"
"4pc_095","Default","0.00399199487717302","COR"
"4pc_095","Down-sample","0.000663616032822537","AUC"
"4pc_095","Down-sample","0.00205162023789214","COR"
"4pc_095","Weighted","0.00281189479931499","AUC"
"4pc_095","Weighted","0.0040576186454258","COR"
"4pc_095","Ranger","0.000481620441139667","AUC"
"4pc_095","Ranger","0.00213235734647696","COR"
"4pc_095","Ranger-tuned","0.00167904014709494","AUC"
"4pc_095","Ranger-tuned","0.0152926081801336","COR"
