"species","model","value","metric"
"4pc_052","Regression","0.0021683479945658","AUC"
"4pc_052","Regression","0.00200725259964346","COR"
"4pc_052","Equal-sample","0.0052281264744504","AUC"
"4pc_052","Equal-sample","0.0149754039017431","COR"
"4pc_052","Default","0.00316438557598616","AUC"
"4pc_052","Default","0.00243540087260899","COR"
"4pc_052","Down-sample","0.000793507863979036","AUC"
"4pc_052","Down-sample","0.00219850342211468","COR"
"4pc_052","Weighted","0.00463252356468952","AUC"
"4pc_052","Weighted","0.00256055440599018","COR"
"4pc_052","Ranger","0.000495340765875582","AUC"
"4pc_052","Ranger","0.0015434214533033","COR"
"4pc_052","Ranger-tuned","0.00127718398593688","AUC"
"4pc_052","Ranger-tuned","0.0465568769883268","COR"
