"species","model","value","metric"
"4pc_039","Regression","0.00131383206825762","AUC"
"4pc_039","Regression","0.00219078068235508","COR"
"4pc_039","Equal-sample","0.00262512556500077","AUC"
"4pc_039","Equal-sample","0.00444720109654252","COR"
"4pc_039","Default","0.00306977507381926","AUC"
"4pc_039","Default","0.0019702313536727","COR"
"4pc_039","Down-sample","0.000817858075167908","AUC"
"4pc_039","Down-sample","0.00159347891686763","COR"
"4pc_039","Weighted","0.0032594400339106","AUC"
"4pc_039","Weighted","0.00407291040218468","COR"
"4pc_039","Ranger","0.000664002901156845","AUC"
"4pc_039","Ranger","0.00125094825889294","COR"
"4pc_039","Ranger-tuned","0.00489470050381574","AUC"
"4pc_039","Ranger-tuned","0.00763075521070281","COR"
