"species","model","value","metric"
"4pc_083","Regression","0.00372423071736863","AUC"
"4pc_083","Regression","0.00265673812114672","COR"
"4pc_083","Equal-sample","0.00614464239563349","AUC"
"4pc_083","Equal-sample","0.0145152274931724","COR"
"4pc_083","Default","0.00361575819540559","AUC"
"4pc_083","Default","0.00238788438879186","COR"
"4pc_083","Down-sample","0.00142886012839248","AUC"
"4pc_083","Down-sample","0.00287198639976273","COR"
"4pc_083","Weighted","0.0027635648175374","AUC"
"4pc_083","Weighted","0.00355053920316379","COR"
"4pc_083","Ranger","0.000568736501000456","AUC"
"4pc_083","Ranger","0.00156465496837861","COR"
"4pc_083","Ranger-tuned","0.00163610675836726","AUC"
"4pc_083","Ranger-tuned","0.00361634185381032","COR"
