"species","model","value","metric"
"4pc_080","Regression","0.00265159847868111","AUC"
"4pc_080","Regression","0.00360264100063517","COR"
"4pc_080","Equal-sample","0.00460894695663999","AUC"
"4pc_080","Equal-sample","0.0101125146426856","COR"
"4pc_080","Default","0.00347643597616752","AUC"
"4pc_080","Default","0.00189464421670543","COR"
"4pc_080","Down-sample","0.000976808748146144","AUC"
"4pc_080","Down-sample","0.00254130258952029","COR"
"4pc_080","Weighted","0.00298229181353875","AUC"
"4pc_080","Weighted","0.00211792062829397","COR"
"4pc_080","Ranger","0.00099227493075042","AUC"
"4pc_080","Ranger","0.00229636518095071","COR"
"4pc_080","Ranger-tuned","0.00136107477192611","AUC"
"4pc_080","Ranger-tuned","0.00721406484233429","COR"
