"species","model","value","metric"
"4pc_013","Regression","0.00363750247579973","AUC"
"4pc_013","Regression","0.00418627077225027","COR"
"4pc_013","Equal-sample","0.00305407097232149","AUC"
"4pc_013","Equal-sample","0.0178824843942524","COR"
"4pc_013","Default","0.00805315374550839","AUC"
"4pc_013","Default","0.00766632271035866","COR"
"4pc_013","Down-sample","0.00066582371280236","AUC"
"4pc_013","Down-sample","0.00190630792734309","COR"
"4pc_013","Weighted","0.00522696763949879","AUC"
"4pc_013","Weighted","0.00504085948722634","COR"
"4pc_013","Ranger","0.000648588820728832","AUC"
"4pc_013","Ranger","0.0030575657923842","COR"
"4pc_013","Ranger-tuned","0.000479849721951952","AUC"
"4pc_013","Ranger-tuned","0.00172859455046863","COR"
