"species","model","value","metric"
"4pc_015","Regression","0.00118128761276176","AUC"
"4pc_015","Regression","0.00405170521986283","COR"
"4pc_015","Equal-sample","0.0034919374735211","AUC"
"4pc_015","Equal-sample","0.0100565909057605","COR"
"4pc_015","Default","0.00648227481894037","AUC"
"4pc_015","Default","0.00830076791727695","COR"
"4pc_015","Down-sample","0.000610955110016505","AUC"
"4pc_015","Down-sample","0.00285729319064604","COR"
"4pc_015","Weighted","0.0034866164583552","AUC"
"4pc_015","Weighted","0.00426714751630957","COR"
"4pc_015","Ranger","0.000452733468813958","AUC"
"4pc_015","Ranger","0.00253679396539944","COR"
"4pc_015","Ranger-tuned","0.000682119738194327","AUC"
"4pc_015","Ranger-tuned","0.0287115977765912","COR"
