"species","model","value","metric"
"4pc_023","Regression","0.00252375117757478","AUC"
"4pc_023","Regression","0.00254146723781414","COR"
"4pc_023","Equal-sample","0.00287949106342066","AUC"
"4pc_023","Equal-sample","0.0103686997020604","COR"
"4pc_023","Default","0.00430585685480391","AUC"
"4pc_023","Default","0.00331394756522833","COR"
"4pc_023","Down-sample","0.000482597785323833","AUC"
"4pc_023","Down-sample","0.00103780604508432","COR"
"4pc_023","Weighted","0.00328885729388074","AUC"
"4pc_023","Weighted","0.00644898587816702","COR"
"4pc_023","Ranger","0.000367443339656534","AUC"
"4pc_023","Ranger","0.00111012203699521","COR"
"4pc_023","Ranger-tuned","0.00299562450786919","AUC"
"4pc_023","Ranger-tuned","0.0164896342221062","COR"
