"species","model","value","metric"
"4pc_034","Regression","0.00436253218061607","AUC"
"4pc_034","Regression","0.00178700871252787","COR"
"4pc_034","Equal-sample","0.00187528005304779","AUC"
"4pc_034","Equal-sample","0.00405517992874116","COR"
"4pc_034","Default","0.00227959615176059","AUC"
"4pc_034","Default","0.00113619327895284","COR"
"4pc_034","Down-sample","0.000941080008679081","AUC"
"4pc_034","Down-sample","0.00156156595769357","COR"
"4pc_034","Weighted","0.00254616051395862","AUC"
"4pc_034","Weighted","0.00281242721072197","COR"
"4pc_034","Ranger","0.000556601867082875","AUC"
"4pc_034","Ranger","0.00160274430103041","COR"
"4pc_034","Ranger-tuned","0.0104723874025756","AUC"
"4pc_034","Ranger-tuned","0.0711416464074373","COR"
