"species","model","value","metric"
"4pc_003","Regression","0.0014739311294314","AUC"
"4pc_003","Regression","0.00371947154818876","COR"
"4pc_003","Equal-sample","0.00535019609239832","AUC"
"4pc_003","Equal-sample","0.0129736799543291","COR"
"4pc_003","Default","0.00526098256565356","AUC"
"4pc_003","Default","0.00475827240956997","COR"
"4pc_003","Down-sample","0.000993599632393487","AUC"
"4pc_003","Down-sample","0.00225469329830291","COR"
"4pc_003","Weighted","0.00259833147745702","AUC"
"4pc_003","Weighted","0.00293611233215923","COR"
"4pc_003","Ranger","0.00100238194158047","AUC"
"4pc_003","Ranger","0.00128742668242999","COR"
"4pc_003","Ranger-tuned","0.000713194581055048","AUC"
"4pc_003","Ranger-tuned","0.00247620475947601","COR"
