"species","model","value","metric"
"4pc_073","Regression","0.00312087539898688","AUC"
"4pc_073","Regression","0.00456619907777915","COR"
"4pc_073","Equal-sample","0.00793362759947522","AUC"
"4pc_073","Equal-sample","0.0200056589004787","COR"
"4pc_073","Default","0.00496659962560631","AUC"
"4pc_073","Default","0.00503181980801082","COR"
"4pc_073","Down-sample","0.00265010556434131","AUC"
"4pc_073","Down-sample","0.00577874765223038","COR"
"4pc_073","Weighted","0.00458742577712721","AUC"
"4pc_073","Weighted","0.0037646327768694","COR"
"4pc_073","Ranger","0.00118704248984862","AUC"
"4pc_073","Ranger","0.00390971883045413","COR"
"4pc_073","Ranger-tuned","0.00100564784208406","AUC"
"4pc_073","Ranger-tuned","0.00598465414873159","COR"
