"species","model","value","metric"
"4pc_094","Regression","0.0017877573537577","AUC"
"4pc_094","Regression","0.00576741947638899","COR"
"4pc_094","Equal-sample","0.00578081712457192","AUC"
"4pc_094","Equal-sample","0.0162030343530902","COR"
"4pc_094","Default","0.00537058443802844","AUC"
"4pc_094","Default","0.00346714319655315","COR"
"4pc_094","Down-sample","0.000877300769982525","AUC"
"4pc_094","Down-sample","0.00212207018790104","COR"
"4pc_094","Weighted","0.00385827376709465","AUC"
"4pc_094","Weighted","0.0031795078605841","COR"
"4pc_094","Ranger","0.000559131931271052","AUC"
"4pc_094","Ranger","0.00168813796561698","COR"
"4pc_094","Ranger-tuned","0.00296234339680957","AUC"
"4pc_094","Ranger-tuned","0.00873011810098439","COR"
