"species","model","value","metric"
"4pc_046","Regression","0.00294792094706192","AUC"
"4pc_046","Regression","0.00515759682862008","COR"
"4pc_046","Equal-sample","0.00521825236294606","AUC"
"4pc_046","Equal-sample","0.0123527589622736","COR"
"4pc_046","Default","0.00430324089704609","AUC"
"4pc_046","Default","0.00404165880965022","COR"
"4pc_046","Down-sample","0.000943492948638261","AUC"
"4pc_046","Down-sample","0.00187476853611168","COR"
"4pc_046","Weighted","0.00250493979563905","AUC"
"4pc_046","Weighted","0.00420577830856353","COR"
"4pc_046","Ranger","0.000448326394046972","AUC"
"4pc_046","Ranger","0.00129056017580604","COR"
"4pc_046","Ranger-tuned","0.00133248213424074","AUC"
"4pc_046","Ranger-tuned","0.00853654545396678","COR"
