"species","model","value","metric"
"4pc_087","Regression","0.0024405002400495","AUC"
"4pc_087","Regression","0.00311753748323525","COR"
"4pc_087","Equal-sample","0.012083936298741","AUC"
"4pc_087","Equal-sample","0.027478938113828","COR"
"4pc_087","Default","0.00443015814472016","AUC"
"4pc_087","Default","0.00403188732293966","COR"
"4pc_087","Down-sample","0.00177688019064013","AUC"
"4pc_087","Down-sample","0.00481560845818155","COR"
"4pc_087","Weighted","0.00288841878452033","AUC"
"4pc_087","Weighted","0.00319942996769735","COR"
"4pc_087","Ranger","0.00204701133162545","AUC"
"4pc_087","Ranger","0.00396183811174477","COR"
"4pc_087","Ranger-tuned","0.0136019801160428","AUC"
"4pc_087","Ranger-tuned","0.0626734151991248","COR"
