"species","model","value","metric"
"4pc_047","Regression","0.00430096343767931","AUC"
"4pc_047","Regression","0.0028376210551302","COR"
"4pc_047","Equal-sample","0.00440779654750254","AUC"
"4pc_047","Equal-sample","0.0113250509307457","COR"
"4pc_047","Default","0.00592005844598351","AUC"
"4pc_047","Default","0.00422975690712623","COR"
"4pc_047","Down-sample","0.000887504481323247","AUC"
"4pc_047","Down-sample","0.00269399725344428","COR"
"4pc_047","Weighted","0.00470327733066456","AUC"
"4pc_047","Weighted","0.00764846395653305","COR"
"4pc_047","Ranger","0.000461647380775277","AUC"
"4pc_047","Ranger","0.00204145068618962","COR"
"4pc_047","Ranger-tuned","0.00121295029564586","AUC"
"4pc_047","Ranger-tuned","0.0168878954934598","COR"
