"species","model","value","metric"
"4pc_070","Regression","0.0034544504470508","AUC"
"4pc_070","Regression","0.0014316017913773","COR"
"4pc_070","Equal-sample","0.00890335231384577","AUC"
"4pc_070","Equal-sample","0.0177717489454793","COR"
"4pc_070","Default","0.00278781951832717","AUC"
"4pc_070","Default","0.00204098892187207","COR"
"4pc_070","Down-sample","0.00155895897248979","AUC"
"4pc_070","Down-sample","0.00338073793929059","COR"
"4pc_070","Weighted","0.00262014385824473","AUC"
"4pc_070","Weighted","0.00246396242689957","COR"
"4pc_070","Ranger","0.00210584257022731","AUC"
"4pc_070","Ranger","0.00246380714807067","COR"
"4pc_070","Ranger-tuned","0.00824774925934282","AUC"
"4pc_070","Ranger-tuned","0.0375951556622327","COR"
