"species","model","value","metric"
"4pc_060","Regression","0.00351576400184328","AUC"
"4pc_060","Regression","0.00381865612612043","COR"
"4pc_060","Equal-sample","0.00588509850243994","AUC"
"4pc_060","Equal-sample","0.013845387105054","COR"
"4pc_060","Default","0.00365340959844386","AUC"
"4pc_060","Default","0.00523743555297147","COR"
"4pc_060","Down-sample","0.00144136820163072","AUC"
"4pc_060","Down-sample","0.00451796958053357","COR"
"4pc_060","Weighted","0.00516260655919915","AUC"
"4pc_060","Weighted","0.00798964576715097","COR"
"4pc_060","Ranger","0.000748690750485168","AUC"
"4pc_060","Ranger","0.00241488228235247","COR"
"4pc_060","Ranger-tuned","0.00247203198481183","AUC"
"4pc_060","Ranger-tuned","0.0101603879527334","COR"
