"species","model","value","metric"
"4pc_018","Regression","0.00183313008468405","AUC"
"4pc_018","Regression","0.00357141072311673","COR"
"4pc_018","Equal-sample","0.00342881064673267","AUC"
"4pc_018","Equal-sample","0.0157750524905989","COR"
"4pc_018","Default","0.00525296276356022","AUC"
"4pc_018","Default","0.00542262381978018","COR"
"4pc_018","Down-sample","0.00103682819159761","AUC"
"4pc_018","Down-sample","0.00406351517554846","COR"
"4pc_018","Weighted","0.00317843813180943","AUC"
"4pc_018","Weighted","0.00533826669294231","COR"
"4pc_018","Ranger","0.000399720831275941","AUC"
"4pc_018","Ranger","0.00153339252680318","COR"
"4pc_018","Ranger-tuned","0.0041647834050737","AUC"
"4pc_018","Ranger-tuned","0.0164985285984269","COR"
